model,scenario,version,region,unit,variable,type,1950,1955,1960,1965,1970,1975,1980,1985,1990,1995,2000,2005,2010,2015,2020,2025,2030,2035,2040,2045,2050,2055,2060,2065,2070,2075,2080,2085,2090,2095,2100
IIASA-WiC POP 2025,SSP3,1,Denmark,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.903302,5.952805,5.999622,6.045289,6.087741,6.144054,6.208795,6.298313,6.413334,6.548966,6.694902,6.842869,6.992311,7.151985,7.332107,7.533164
IIASA-WiC POP 2025,SSP3,1,Dominican Republic,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.537089,12.193194,12.820855,13.384852,13.859485,14.287388,14.695061,15.089695,15.44953,15.765339,16.060615,16.345364,16.632078,16.917605,17.213343,17.513734
IIASA-WiC POP 2025,SSP3,1,Algeria,million,Population,ANNUAL,,,,,,,,,,,,,,,,46.733889,50.279521,53.632425,57.052596,60.464046,63.800875,66.758233,69.299687,71.432908,73.44451,75.56178,77.841068,80.200473,82.473531,84.543277,86.395691
IIASA-WiC POP 2025,SSP3,1,Ecuador,million,Population,ANNUAL,,,,,,,,,,,,,,,,18.413986,19.460653,20.437619,21.30901,22.063565,22.741109,23.357262,23.910261,24.38795,24.789639,25.118742,25.39328,25.635693,25.866722,26.104647,26.364099
IIASA-WiC POP 2025,SSP3,1,Egypt,million,Population,ANNUAL,,,,,,,,,,,,,,,,116.004863,126.632303,138.030526,150.268076,162.366303,174.111147,185.625535,196.978996,207.540239,217.256233,226.557852,235.669182,244.435105,252.957667,260.833626,268.138221
IIASA-WiC POP 2025,SSP3,1,Eritrea,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.85609,4.303812,4.792031,5.293498,5.763963,6.211467,6.649481,7.087567,7.517443,7.903263,8.24023,8.553065,8.861033,9.168963,9.471844,9.764104
IIASA-WiC POP 2025,SSP3,1,Western Sahara,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.59731,0.632475,0.664586,0.694598,0.72079,0.744608,0.766354,0.786429,0.804031,0.820407,0.836618,0.853043,0.869043,0.883644,0.896167,0.906594
IIASA-WiC POP 2025,SSP3,1,Spain,million,Population,ANNUAL,,,,,,,,,,,,,,,,47.59626,47.432475,47.31901,47.300154,47.301025,47.321917,47.057183,46.577276,46.002528,45.539139,45.324267,45.397727,45.670922,45.984671,46.241578,46.444349
IIASA-WiC POP 2025,SSP3,1,Estonia,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.347628,1.3138,1.284477,1.262143,1.244991,1.230947,1.217398,1.204577,1.193377,1.185212,1.180849,1.180366,1.183468,1.189424,1.197015,1.205126
IIASA-WiC POP 2025,SSP3,1,Ethiopia,million,Population,ANNUAL,,,,,,,,,,,,,,,,130.851847,148.622527,167.955073,188.53827,209.409958,230.881772,253.034141,275.968344,297.927287,318.650065,337.053575,353.947542,370.314024,386.379556,401.798962,416.112139
IIASA-WiC POP 2025,SSP3,1,Finland,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.53656,5.496538,5.461916,5.438938,5.424884,5.433789,5.438464,5.459249,5.506256,5.57722,5.660878,5.7492,5.840131,5.939131,6.056579,6.195382
IIASA-WiC POP 2025,SSP3,1,Fiji,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.941962,0.979473,1.015067,1.048177,1.074275,1.094758,1.113339,1.131113,1.149211,1.166744,1.184198,1.202752,1.221634,1.241766,1.262738,1.285829
IIASA-WiC POP 2025,SSP3,1,France,million,Population,ANNUAL,,,,,,,,,,,,,,,,65.106109,65.747715,66.56463,67.520378,68.379937,69.157108,69.910946,70.853218,72.070743,73.592591,75.338144,77.197206,79.130669,81.178821,83.364499,85.66934
IIASA-WiC POP 2025,SSP3,1,Micronesia,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.114689,0.121167,0.127577,0.133289,0.137674,0.140735,0.142932,0.145079,0.147645,0.150216,0.152356,0.153881,0.155194,0.156848,0.159279,0.16241
IIASA-WiC POP 2025,SSP3,1,Gabon,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.512271,2.746406,2.984784,3.228096,3.463114,3.686491,3.896991,4.090246,4.260291,4.409714,4.55122,4.686739,4.813396,4.928297,5.028681,5.117291
IIASA-WiC POP 2025,SSP3,1,United Kingdom,million,Population,ANNUAL,,,,,,,,,,,,,,,,67.833949,68.485386,69.193134,70.053146,71.010745,72.089495,73.009772,73.961815,75.092306,76.481859,78.047932,79.668061,81.290483,82.966794,84.791613,86.792696
IIASA-WiC POP 2025,SSP3,1,Georgia,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.621957,3.540639,3.463818,3.404523,3.351976,3.299928,3.245174,3.190558,3.146679,3.118508,3.105972,3.106882,3.120084,3.144061,3.176682,3.215127
IIASA-WiC POP 2025,SSP3,1,Ghana,million,Population,ANNUAL,,,,,,,,,,,,,,,,35.282895,39.202664,43.441516,48.018627,52.691525,57.44071,62.131717,66.901631,71.573518,76.180247,80.579615,84.682048,88.623326,92.508289,96.355552,100.131742
IIASA-WiC POP 2025,SSP3,1,Guinea,million,Population,ANNUAL,,,,,,,,,,,,,,,,14.62162,16.496656,18.484318,20.556993,22.628404,24.682126,26.719241,28.724641,30.608943,32.380545,33.936636,35.314093,36.49156,37.602001,38.648209,39.615959
IIASA-WiC POP 2025,SSP3,1,Guadeloupe,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.397751,0.405561,0.41246,0.418345,0.421739,0.423988,0.427296,0.433014,0.441439,0.452273,0.464943,0.479054,0.494406,0.510785,0.527939,0.545843
IIASA-WiC POP 2025,SSP3,1,Gambia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.843788,3.206661,3.607756,4.027942,4.444346,4.847209,5.236554,5.609127,5.969284,6.309291,6.613865,6.880319,7.125566,7.356496,7.576063,7.781989
IIASA-WiC POP 2025,SSP3,1,Guinea-Bissau,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.214987,2.445566,2.681647,2.920103,3.144417,3.350516,3.537366,3.708903,3.857867,3.981634,4.077941,4.1524,4.21119,4.254307,4.284081,4.300541
IIASA-WiC POP 2025,SSP3,1,Equatorial Guinea,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.790756,1.995754,2.214484,2.443409,2.671285,2.898007,3.119375,3.332216,3.532843,3.712879,3.868546,3.999244,4.114887,4.212754,4.289466,4.339992
IIASA-WiC POP 2025,SSP3,1,Greece,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.364011,10.174282,10.011829,9.880738,9.75623,9.632635,9.483628,9.327098,9.182959,9.07438,9.009495,8.983718,8.9823,8.9878,8.990819,8.994135
IIASA-WiC POP 2025,SSP3,1,Grenada,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.126268,0.129636,0.132469,0.135343,0.138139,0.140603,0.142756,0.144641,0.146467,0.148302,0.150029,0.151749,0.153652,0.155883,0.15848,0.161385
IIASA-WiC POP 2025,SSP3,1,Guatemala,million,Population,ANNUAL,,,,,,,,,,,,,,,,18.589952,20.239789,21.881206,23.48263,24.919903,26.208249,27.368628,28.462698,29.486726,30.415995,31.230508,31.929073,32.547773,33.125073,33.687887,34.256322
IIASA-WiC POP 2025,SSP3,1,French Guiana,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.321887,0.357758,0.394843,0.43257,0.469189,0.505736,0.542007,0.57868,0.614175,0.647813,0.680803,0.713714,0.746384,0.778751,0.810039,0.840274
IIASA-WiC POP 2025,SSP3,1,Guam,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.173227,0.180715,0.188467,0.195833,0.202102,0.207149,0.211278,0.215539,0.220623,0.226406,0.232556,0.238532,0.244361,0.250212,0.256308,0.262782
IIASA-WiC POP 2025,SSP3,1,Guyana,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.808134,0.840524,0.869844,0.894537,0.911534,0.923286,0.933076,0.941942,0.950959,0.959583,0.967515,0.975292,0.98393,0.994105,1.006195,1.02049
IIASA-WiC POP 2025,SSP3,1,Hong Kong,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.535771,7.500895,7.424662,7.31763,7.189363,7.07105,6.934619,6.78413,6.623564,6.467839,6.32454,6.198734,6.09724,6.017717,5.950509,5.88507
IIASA-WiC POP 2025,SSP3,1,Honduras,million,Population,ANNUAL,,,,,,,,,,,,,,,,10.827569,11.700249,12.556774,13.35559,14.053878,14.699629,15.313348,15.894202,16.424713,16.893424,17.306799,17.67949,18.033139,18.382643,18.738878,19.106741
IIASA-WiC POP 2025,SSP3,1,Croatia,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.980758,3.863806,3.75481,3.652845,3.555864,3.467317,3.389004,3.324454,3.273157,3.233365,3.203331,3.182847,3.171518,3.16859,3.172903,3.183072
IIASA-WiC POP 2025,SSP3,1,Haiti,million,Population,ANNUAL,,,,,,,,,,,,,,,,12.018019,12.92276,13.827845,14.702863,15.507379,16.208435,16.790069,17.289201,17.737381,18.148495,18.520134,18.848556,19.141614,19.411721,19.674188,19.939757
IIASA-WiC POP 2025,SSP3,1,Hungary,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.592585,9.389913,9.174216,8.961336,8.755818,8.572276,8.403487,8.244084,8.087122,7.94596,7.834516,7.75615,7.703979,7.672026,7.656452,7.650952
IIASA-WiC POP 2025,SSP3,1,Indonesia,million,Population,ANNUAL,,,,,,,,,,,,,,,,280.697803,292.150377,302.37605,311.083269,317.61619,322.452362,326.517754,330.120121,333.223071,335.869645,338.120006,340.105266,342.05621,343.996608,345.974491,348.109095
IIASA-WiC POP 2025,SSP3,1,India,million,Population,ANNUAL,,,,,,,,,,,,,,,,1445.482972,1510.626088,1570.892487,1624.427681,1665.697764,1696.008997,1721.966088,1746.250193,1766.434195,1781.617296,1790.875804,1796.64236,1802.709882,1811.941541,1824.654985,1840.339913
IIASA-WiC POP 2025,SSP3,1,Ireland,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.123491,5.248174,5.384489,5.539748,5.698696,5.854933,5.983249,6.092666,6.197147,6.314229,6.451073,6.607067,6.772499,6.934162,7.087238,7.238042
IIASA-WiC POP 2025,SSP3,1,Iran,million,Population,ANNUAL,,,,,,,,,,,,,,,,90.694703,94.384704,97.637902,100.579081,103.094818,105.174022,106.73755,107.648085,107.989729,107.972977,107.77308,107.63359,107.762473,108.199438,108.797308,109.394632
IIASA-WiC POP 2025,SSP3,1,Iraq,million,Population,ANNUAL,,,,,,,,,,,,,,,,47.025073,52.616439,58.614661,65.017951,71.356026,77.554879,83.756386,89.888839,95.678012,101.12781,106.421487,111.62113,116.684939,121.550731,126.185214,130.630867
IIASA-WiC POP 2025,SSP3,1,Iceland,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.376535,0.387676,0.398366,0.408416,0.417361,0.426075,0.434269,0.443028,0.452378,0.462006,0.471521,0.480825,0.490292,0.500714,0.512954,0.526991
IIASA-WiC POP 2025,SSP3,1,Israel,million,Population,ANNUAL,,,,,,,,,,,,,,,,9.371281,10.082616,10.83632,11.667382,12.547051,13.466077,14.418285,15.409922,16.44793,17.551052,18.72796,19.976057,21.287969,22.660918,24.099064,25.609878
IIASA-WiC POP 2025,SSP3,1,Italy,million,Population,ANNUAL,,,,,,,,,,,,,,,,58.934481,57.897154,56.934154,56.072203,55.195851,54.287549,53.157713,51.955542,50.867244,50.088023,49.667926,49.522408,49.510053,49.538408,49.603772,49.740163
IIASA-WiC POP 2025,SSP3,1,Jamaica,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.835407,2.883945,2.922219,2.945539,2.948198,2.935034,2.911368,2.882581,2.851867,2.816574,2.777237,2.736792,2.700812,2.674421,2.660051,2.656986
IIASA-WiC POP 2025,SSP3,1,Jordan,million,Population,ANNUAL,,,,,,,,,,,,,,,,11.893489,13.033734,14.202635,15.364338,16.444077,17.385944,18.222967,18.974331,19.680681,20.347225,20.962892,21.494397,21.955864,22.361526,22.731797,23.078197
IIASA-WiC POP 2025,SSP3,1,Japan,million,Population,ANNUAL,,,,,,,,,,,,,,,,122.475878,118.987547,115.417099,111.841115,108.251905,104.79003,101.471674,98.21826,94.999261,91.95432,89.264622,86.994769,85.054992,83.341394,81.821142,80.522433
IIASA-WiC POP 2025,SSP3,1,Kazakhstan,million,Population,ANNUAL,,,,,,,,,,,,,,,,19.792327,20.892421,21.970994,23.097883,24.209501,25.289442,26.294067,27.178323,27.986398,28.788372,29.618148,30.47817,31.335973,32.158812,32.924774,33.637743
IIASA-WiC POP 2025,SSP3,1,Kenya,million,Population,ANNUAL,,,,,,,,,,,,,,,,56.833242,62.642023,68.791708,75.040156,81.006071,86.79436,92.327142,97.760605,102.648882,106.937262,110.745975,114.333197,117.807542,121.129049,124.190301,126.942588
IIASA-WiC POP 2025,SSP3,1,Kyrgyzstan,million,Population,ANNUAL,,,,,,,,,,,,,,,,6.897813,7.475189,8.058197,8.670049,9.274051,9.840092,10.365464,10.847338,11.284582,11.701796,12.107423,12.499559,12.883466,13.241866,13.577613,13.892766
IIASA-WiC POP 2025,SSP3,1,Cambodia,million,Population,ANNUAL,,,,,,,,,,,,,,,,17.300953,18.347504,19.342222,20.251232,20.975404,21.595952,22.187907,22.763527,23.268587,23.668112,23.983644,24.264065,24.536135,24.791275,25.019201,25.235731
IIASA-WiC POP 2025,SSP3,1,Kiribati,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.136069,0.147905,0.159114,0.170139,0.181135,0.19137,0.200298,0.207654,0.213779,0.219307,0.224655,0.229751,0.234374,0.23807,0.24102,0.24366
IIASA-WiC POP 2025,SSP3,1,South Korea,million,Population,ANNUAL,,,,,,,,,,,,,,,,51.512989,50.954699,50.187584,49.096953,47.656078,46.039351,44.000688,41.706735,39.481615,37.495031,35.72619,34.16398,32.788896,31.523747,30.38047,29.468758
IIASA-WiC POP 2025,SSP3,1,Kuwait,million,Population,ANNUAL,,,,,,,,,,,,,,,,4.737165,4.947911,5.133372,5.302428,5.435025,5.514681,5.537357,5.519903,5.482426,5.462346,5.480866,5.539392,5.620886,5.701406,5.768588,5.821733
IIASA-WiC POP 2025,SSP3,1,Laos,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.767739,8.321436,8.863015,9.377781,9.821642,10.207263,10.56956,10.919181,11.239642,11.528106,11.794469,12.057489,12.330562,12.622326,12.930451,13.251085
IIASA-WiC POP 2025,SSP3,1,Lebanon,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.939671,6.268719,6.596083,6.909576,7.184852,7.41451,7.60914,7.801913,7.997142,8.191701,8.365129,8.512622,8.631092,8.731001,8.826028,8.925813
IIASA-WiC POP 2025,SSP3,1,Liberia,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.653457,6.314402,7.027417,7.770527,8.496283,9.196158,9.882559,10.538914,11.165872,11.721626,12.204501,12.613268,12.972963,13.290245,13.57033,13.810889
IIASA-WiC POP 2025,SSP3,1,Libya,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.042351,7.508768,7.990856,8.496005,8.966343,9.366501,9.699225,10.006447,10.321108,10.655665,11.005865,11.347165,11.666478,11.970739,12.275303,12.588557
IIASA-WiC POP 2025,SSP3,1,Saint Lucia,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.180791,0.183785,0.186005,0.187173,0.187158,0.186398,0.185293,0.184083,0.18272,0.181173,0.179483,0.177786,0.176411,0.175623,0.175547,0.176115
IIASA-WiC POP 2025,SSP3,1,Sri Lanka,million,Population,ANNUAL,,,,,,,,,,,,,,,,22.224116,22.783554,23.306764,23.795928,24.166284,24.426893,24.638631,24.870011,25.125241,25.397818,25.648838,25.889747,26.144816,26.420417,26.725855,27.062538
IIASA-WiC POP 2025,SSP3,1,Lesotho,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.348805,2.45071,2.556917,2.662774,2.756812,2.844,2.919872,2.98277,3.027523,3.063562,3.094631,3.120161,3.139543,3.153485,3.162914,3.1693
IIASA-WiC POP 2025,SSP3,1,Lithuania,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.725074,2.610784,2.508338,2.417751,2.339161,2.269775,2.204654,2.146634,2.101513,2.070358,2.051437,2.042327,2.04102,2.046543,2.058709,2.076579
IIASA-WiC POP 2025,SSP3,1,Luxembourg,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.65515,0.669684,0.682817,0.695153,0.706984,0.719768,0.730576,0.740318,0.748807,0.756942,0.765248,0.774063,0.783492,0.79349,0.804072,0.814961
IIASA-WiC POP 2025,SSP3,1,Latvia,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.836499,1.748932,1.670938,1.607431,1.555271,1.510959,1.470494,1.433731,1.402113,1.377407,1.359871,1.348465,1.341692,1.338095,1.335952,1.33415
IIASA-WiC POP 2025,SSP3,1,Macao,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.698767,0.714861,0.72588,0.733225,0.73783,0.74124,0.740144,0.735725,0.727931,0.718169,0.706452,0.692745,0.677815,0.663265,0.650512,0.638954
IIASA-WiC POP 2025,SSP3,1,Morocco,million,Population,ANNUAL,,,,,,,,,,,,,,,,38.409478,40.415199,42.335345,44.122359,45.652174,46.985827,48.234321,49.437727,50.602987,51.720987,52.812961,53.883591,54.985503,56.130044,57.321587,58.559025
IIASA-WiC POP 2025,SSP3,1,Moldova,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.054643,2.964688,2.872985,2.797222,2.735689,2.682704,2.629927,2.575596,2.523521,2.478802,2.445071,2.423007,2.410518,2.404437,2.402197,2.403171
IIASA-WiC POP 2025,SSP3,1,Madagascar,million,Population,ANNUAL,,,,,,,,,,,,,,,,31.357004,35.426277,39.780619,44.33565,48.962284,53.669161,58.429829,63.285357,68.001803,72.462465,76.659565,80.6952,84.679364,88.591316,92.365769,95.962186
IIASA-WiC POP 2025,SSP3,1,Maldives,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.548228,0.578438,0.605891,0.633203,0.659975,0.684395,0.704382,0.719345,0.72866,0.73348,0.734336,0.732132,0.728633,0.726245,0.726649,0.730014
IIASA-WiC POP 2025,SSP3,1,Mexico,million,Population,ANNUAL,,,,,,,,,,,,,,,,130.41403,136.714761,142.906196,148.720197,153.68108,158.041099,162.181111,166.221148,170.079034,173.737286,177.187757,180.52603,183.889323,187.382257,191.130813,195.009867
IIASA-WiC POP 2025,SSP3,1,North Macedonia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.095603,2.106131,2.108622,2.101629,2.086034,2.066978,2.048084,2.03217,2.018581,2.006097,1.994323,1.985112,1.981164,1.984185,1.993965,2.008396
IIASA-WiC POP 2025,SSP3,1,Mali,million,Population,ANNUAL,,,,,,,,,,,,,,,,24.361669,28.738078,33.687711,39.071077,44.633559,50.350312,56.280593,62.328053,68.376919,74.296364,79.905748,85.244453,89.974607,94.171257,97.784308,101.04186
IIASA-WiC POP 2025,SSP3,1,Malta,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.517403,0.518634,0.51586,0.510315,0.504263,0.500231,0.496214,0.491591,0.485099,0.476317,0.465652,0.454791,0.445473,0.43867,0.434532,0.432273
IIASA-WiC POP 2025,SSP3,1,Myanmar,million,Population,ANNUAL,,,,,,,,,,,,,,,,54.951374,56.749371,58.187825,59.269672,59.994929,60.499867,60.848291,61.097659,61.249986,61.337868,61.412446,61.525606,61.703034,61.991083,62.38241,62.870476
IIASA-WiC POP 2025,SSP3,1,Montenegro,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.648657,0.643701,0.639332,0.636657,0.634474,0.632882,0.631838,0.63151,0.631754,0.632717,0.634569,0.637356,0.641156,0.645936,0.651557,0.657923
IIASA-WiC POP 2025,SSP3,1,Mongolia,million,Population,ANNUAL,,,,,,,,,,,,,,,,3.507299,3.763734,4.03816,4.335965,4.646016,4.962161,5.267749,5.551251,5.822644,6.084456,6.339748,6.594167,6.851229,7.103049,7.343864,7.565957
IIASA-WiC POP 2025,SSP3,1,Mozambique,million,Population,ANNUAL,,,,,,,,,,,,,,,,35.042684,39.814701,45.054554,50.657395,56.370948,62.169151,68.083921,74.035675,79.744683,85.187315,89.995392,94.245733,97.974676,101.383597,104.533808,107.337204
IIASA-WiC POP 2025,SSP3,1,Mauritania,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.009208,5.70047,6.459184,7.270566,8.096043,8.925121,9.764058,10.615827,11.461463,12.289304,13.055432,13.745167,14.404953,15.056323,15.701645,16.3302
IIASA-WiC POP 2025,SSP3,1,Martinique,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.366326,0.366518,0.367813,0.368471,0.366371,0.361968,0.357581,0.355997,0.358736,0.365276,0.373836,0.383016,0.392454,0.402657,0.414195,0.427026
IIASA-WiC POP 2025,SSP3,1,Mauritius,million,Population,ANNUAL,,,,,,,,,,,,,,,,1.29863,1.304324,1.30501,1.298428,1.282969,1.261422,1.23866,1.218526,1.201248,1.184969,1.168311,1.15146,1.135887,1.123277,1.115038,1.111192
IIASA-WiC POP 2025,SSP3,1,Malawi,million,Population,ANNUAL,,,,,,,,,,,,,,,,21.722635,24.687562,28.008413,31.551556,35.154529,38.83438,42.62932,46.523275,50.288027,53.884029,57.177429,60.184365,62.881207,65.396968,67.777182,69.971765
IIASA-WiC POP 2025,SSP3,1,Malaysia,million,Population,ANNUAL,,,,,,,,,,,,,,,,34.725784,36.29866,37.764065,39.089235,40.213514,41.155494,41.948195,42.632958,43.203377,43.658821,43.987473,44.217817,44.412816,44.632834,44.915806,45.257849
IIASA-WiC POP 2025,SSP3,1,Mayotte,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.356558,0.426639,0.510238,0.610299,0.726287,0.861476,1.020091,1.206749,1.42502,1.679298,1.974477,2.316307,2.711477,3.166771,3.689365,4.286004
IIASA-WiC POP 2025,SSP3,1,Namibia,million,Population,ANNUAL,,,,,,,,,,,,,,,,2.679352,2.901815,3.126508,3.360209,3.586564,3.806042,4.014346,4.202264,4.372965,4.524564,4.665492,4.799598,4.925754,5.041845,5.144674,5.238261
IIASA-WiC POP 2025,SSP3,1,New Caledonia,million,Population,ANNUAL,,,,,,,,,,,,,,,,0.299259,0.311721,0.323406,0.334832,0.3451,0.353962,0.361693,0.368784,0.375583,0.382426,0.389414,0.396447,0.403495,0.410635,0.41793,0.425487
IIASA-WiC POP 2025,SSP3,1,Niger,million,Population,ANNUAL,,,,,,,,,,,,,,,,28.709716,34.992194,42.588443,51.550302,61.587006,72.907129,85.519926,99.336714,113.878006,128.854871,144.096764,159.195957,174.361999,189.1296,203.192738,215.595186
IIASA-WiC POP 2025,SSP3,1,Nigeria,million,Population,ANNUAL,,,,,,,,,,,,,,,,232.14437,264.627623,302.134184,344.76007,390.417675,439.312086,490.88797,544.998193,600.50307,656.634693,712.913233,768.542945,822.132016,873.704556,921.333263,964.442804
IIASA-WiC POP 2025,SSP3,1,Nicaragua,million,Population,ANNUAL,,,,,,,,,,,,,,,,7.160782,7.668922,8.161011,8.619041,9.009336,9.363149,9.699347,10.012553,10.299268,10.552497,10.779316,10.988957,11.199901,11.419001,11.64976,11.893525
IIASA-WiC POP 2025,SSP3,1,Netherlands,million,Population,ANNUAL,,,,,,,,,,,,,,,,17.582513,17.690625,17.775068,17.823642,17.823933,17.824216,17.824836,17.88694,18.029833,18.243697,18.487023,18.722724,18.947806,19.190514,19.48265,19.831099
IIASA-WiC POP 2025,SSP3,1,Norway,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.506107,5.597453,5.690588,5.788124,5.883437,5.987074,6.073907,6.162774,6.2633,6.382057,6.513549,6.646638,6.776255,6.909955,7.059785,7.228748
IIASA-WiC POP 2025,SSP3,1,Nepal,million,Population,ANNUAL,,,,,,,,,,,,,,,,30.601911,32.415429,34.041292,35.504456,36.794037,38.004189,39.168729,40.223511,41.12561,41.883566,42.530955,43.105876,43.63372,44.167785,44.758435,45.451866
IIASA-WiC POP 2025,SSP3,1,New Zealand,million,Population,ANNUAL,,,,,,,,,,,,,,,,5.179058,5.312925,5.437474,5.555293,5.66116,5.75943,5.84639,5.935747,6.032184,6.136883,6.242946,6.344316,6.440577,6.536908,6.639374,6.750599
IIASA-WiC POP 2025,SSP3,1,Oman,million,Population,ANNUAL,,,,,,,,,,,,,,,,4.991532,5.374379,5.722409,6.051301,6.375565,6.685571,6.946164,7.132939,7.243471,7.301179,7.337963,7.396027,7.494211,7.632608,7.782215,7.911623
IIASA-WiC POP 2025,SSP3,1,Pakistan,million,Population,ANNUAL,,,,,,,,,,,,,,,,248.722589,277.491111,308.589148,341.299242,373.932112,407.222276,441.296175,476.668792,511.232083,544.146128,574.9041,603.723594,631.821858,659.889929,687.708839,714.852055
IIASA-WiC POP 2025,SSP3,1,Panama,million,Population,ANNUAL,,,,,,,,,,,,,,,,4.540154,4.827788,5.108421,5.367704,5.595921,5.793466,5.976704,6.151436,6.31453,6.466007,6.598638,6.723318,6.83813,6.949995,7.057488,7.162348
IIASA-WiC POP 2025,SSP3,1,Peru,million,Population,ANNUAL,,,,,,,,,,,,,,,,34.546824,36.337783,38.02106,39.519036,40.781398,41.852448,42.805701,43.669672,44.414203,45.050178,45.586371,46.060603,46.525766,47.014823,47.530277,48.079526
